CRESTRON - DEALER PRICE LIST - 10th January 2025,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
159,"Small Engravable Button Cap for Cameo Express Keypads, White Smooth, Includes Custom Engraving",6504455,CB6E-BTNW-S_ENGRAVED,840,7,9.1,0.180000000000005,14,,,,,,,,
160,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Almond Smooth, Engraving Not Included",6504477,CB6S-BTNA-S_BLANK,1560,13,16.9,0.180000000000005,26,,,,,,,,
161,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Almond Smooth, Includes Custom Engraving",6504492,CB6S-BTNA-S_ENGRAVED,1560,13,16.9,0.180000000000005,26,,,,,,,,
162,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Almond Textured, Engraving Not Included",6504478,CB6S-BTNA-T_BLANK,1560,13,16.9,0.180000000000005,26,,,,,,,,
163,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Almond Textured, Includes Custom Engraving",6504493,CB6S-BTNA-T_ENGRAVED,1560,13,16.9,0.180000000000005,26,,,,,,,,
164,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Brown Smooth, Engraving Not Included",6504481,CB6S-BTNBRN-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
165,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Brown Smooth, Includes Custom Engraving",6504484,CB6S-BTNBRN-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
166,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Black Smooth, Engraving Not Included",6504479,CB6S-BTNB-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
167,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Black Smooth, Includes Custom Engraving",6504494,CB6S-BTNB-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
168,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Black Textured, Engraving Not Included",6504480,CB6S-BTNB-T_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
169,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Black Textured, Includes Custom Engraving",6504483,CB6S-BTNB-T_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
170,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Dark Almond Smooth, Engraving Not Included",6504482,CB6S-BTNDA-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
171,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Dark Almond Smooth, Includes Custom Engraving",6504485,CB6S-BTNDA-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
172,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Dusk Textured, Engraving Not Included",6504471,CB6S-BTNDSK-T_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
173,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Dusk Textured, Includes Custom Engraving",6504486,CB6S-BTNDSK-T_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
174,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Gray Smooth, Engraving Not Included",6504472,CB6S-BTNGRY-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
175,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Gray Smooth, Includes Custom Engraving",6504487,CB6S-BTNGRY-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
176,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Ivory Smooth, Engraving Not Included",6504473,CB6S-BTNIVR-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
177,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Ivory Smooth, Includes Custom Engraving",6504488,CB6S-BTNIVR-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
178,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Latte Textured, Engraving Not Included",6504474,CB6S-BTNLAT-T_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
179,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Latte Textured, Includes Custom Engraving",6504489,CB6S-BTNLAT-T_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
180,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Red Smooth, Engraving Not Included",6507937,CB6S-BTNRED-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
181,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, Red Smooth, Includes Custom Engraving",6507952,CB6S-BTNRED-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
182,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, White Smooth, Engraving Not Included",6504475,CB6S-BTNW-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
183,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, White Smooth, Includes Custom Engraving",6504490,CB6S-BTNW-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
184,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, White Textured, Engraving Not Included",6504476,CB6S-BTNW-T_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
185,"Split Small Backlit Engravable Button Cap Pair for Cameo Keypads, White Textured, Includes Custom Engraving",6504491,CB6S-BTNW-T_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
186,"Split Small Engravable Button Cap Pair for Cameo Express Keypads, Almond Smooth, Engraving Not Included",6504468,CB6SE-BTNA-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
187,"Split Small Engravable Button Cap Pair for Cameo Express Keypads, Almond Smooth, Includes Custom Engraving",6504466,CB6SE-BTNA-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
188,"Split Small Engravable Button Cap Pair for Cameo Express Keypads, Black Smooth, Engraving Not Included",6504469,CB6SE-BTNB-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
189,"Split Small Engravable Button Cap Pair for Cameo Express Keypads, Black Smooth, Includes Custom Engraving",6504467,CB6SE-BTNB-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
190,"Split Small Engravable Button Cap Pair for Cameo Express Keypads, White Smooth, Engraving Not Included",6504470,CB6SE-BTNW-S_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
191,"Split Small Engravable Button Cap Pair for Cameo Express Keypads, White Smooth, Includes Custom Engraving",6504465,CB6SE-BTNW-S_ENGRAVED,1560,13,16.9,0.180000000000006,26,,,,,,,,
192,"Set of (2) Large Backlit Engravable Button Caps for Cameo® International Keypad, Almond Textured, Engraving Not Included",6502180,CBI2-BTNA-T_BLANK,1560,13,16.9,0.180000000000006,26,,,,,,,,
193,"Set of (2) Large Backlit Engravable Button Caps for Cameo® International Keypad, Almond Textured, Includes Custom Engraving",6502181,CBI2-BTNA-T_ENGRAVED,1560,13,16.9,0.180000000000007,26,,,,,,,,
194,"Set of (2) Large Backlit Engravable Button Caps for Cameo® International Keypad, Black Textured, Engraving Not Included",6502176,CBI2-BTNB-T_BLANK,1560,13,16.9,0.180000000000007,26,,,,,,,,
195,"Set of (2) Large Backlit Engravable Button Caps for Cameo® International Keypad, Black Textured, Includes Custom Engraving",6502177,CBI2-BTNB-T_ENGRAVED,1560,13,16.9,0.180000000000007,26,,,,,,,,
196,"Set of (2) Large Backlit Engravable Button Caps for Cameo® International Keypad, White Textured, Engraving Not Included",6502178,CBI2-BTNW-T_BLANK,1560,13,16.9,0.180000000000007,26,,,,,,,,
197,"Set of (2) Large Backlit Engravable Button Caps for Cameo® International Keypad, White Textured, Includes Custom Engraving",6502189,CBI2-BTNW-T_ENGRAVED,1560,13,16.9,0.180000000000007,26,,,,,,,,
198,"Set of (3) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Almond Textured, Engraving Not Included",6502190,CBI3-BTNA-T_BLANK,2280,19,24.7,0.180000000000007,38,,,,,,,,
199,"Set of (3) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Almond Textured, Includes Custom Engraving",6502191,CBI3-BTNA-T_ENGRAVED,2280,19,24.7,0.180000000000007,38,,,,,,,,
200,"Set of (3) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Black Textured, Engraving Not Included",6502192,CBI3-BTNB-T_BLANK,2280,19,24.7,0.180000000000007,38,,,,,,,,
201,"Set of (3) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Black Textured, Includes Custom Engraving",6502193,CBI3-BTNB-T_ENGRAVED,2280,19,24.7,0.180000000000007,38,,,,,,,,
202,"Set of (3) Medium Backlit Engravable Button Caps for Cameo® International Keypad, White Textured, Engraving Not Included",6502194,CBI3-BTNW-T_BLANK,2280,19,24.7,0.180000000000007,38,,,,,,,,
203,"Set of (3) Medium Backlit Engravable Button Caps for Cameo® International Keypad, White Textured, Includes Custom Engraving",6502195,CBI3-BTNW-T_ENGRAVED,2280,19,24.7,0.180000000000007,38,,,,,,,,
204,"Set of (4) Small and (1) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Left Side, Engraving Not Included, Almond, Textured",6507415,CBI5-BTNLA-T_BLANK,3720,31,40.3,0.180000000000007,62,,,,,,,,
205,"Set of (4) Small and (1) Medium Button Caps, Backlit, Left Side, with Engraving, Almond, Textured",6507409,CBI5-BTNLA-T_ENGRAVED,3720,31,40.3,0.180000000000007,62,,,,,,,,
206,"Set of (4) Small and (1) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Left Side, Engraving Not Included, Black, Textured",6507419,CBI5-BTNLB-T_BLANK,3720,31,40.3,0.180000000000007,62,,,,,,,,
207,"Set of (4) Small and (1) Medium Button Caps, Backlit, Left Side, with Engraving, Black, Textured",6507413,CBI5-BTNLB-T_ENGRAVED,3720,31,40.3,0.180000000000007,62,,,,,,,,
208,"Set of (4) Small and (1) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Left Side, Engraving Not Included, White, Textured",6507417,CBI5-BTNLW-T_BLANK,3720,31,40.3,0.180000000000007,62,,,,,,,,
209,"Set of (4) Small and (1) Medium Button Caps, Backlit, Left Side, with Engraving, White, Textured",6507411,CBI5-BTNLW-T_ENGRAVED,3720,31,40.3,0.180000000000007,62,,,,,,,,
210,"Set of (4) Small and (1) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Right Side, Engraving Not Included, Almond, Textured",6507414,CBI5-BTNRA-T_BLANK,3720,31,40.3,0.180000000000007,62,,,,,,,,
211,"Set of (4) Small and (1) Medium Button Caps, Backlit, Right Side, with Engraving, Almond, Textured",6507398,CBI5-BTNRA-T_ENGRAVED,3720,31,40.3,0.180000000000007,62,,,,,,,,
212,"Set of (4) Small and (1) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Right Side, Engraving Not Included, Black, Textured",6507418,CBI5-BTNRB-T_BLANK,3720,31,40.3,0.180000000000007,62,,,,,,,,
213,"Set of (4) Small and (1) Medium Button Caps, Backlit, Right Side, with Engraving, Black, Textured",6507412,CBI5-BTNRB-T_ENGRAVED,3720,31,40.3,0.180000000000007,62,,,,,,,,
214,"Set of (4) Small and (1) Medium Backlit Engravable Button Caps for Cameo® International Keypad, Right Side, Engraving Not Included, White, Textured",6507416,CBI5-BTNRW-T_BLANK,3720,31,40.3,0.180000000000007,62,,,,,,,,
215,"Set of (4) Small and (1) Medium Button Caps, Backlit, Right Side, with Engraving, White, Textured",6507410,CBI5-BTNRW-T_ENGRAVED,3720,31,40.3,0.180000000000007,62,,,,,,,,
216,"Active Converter Cable, DisplayPort to HDMI®, 18 Gbps, 12 ft (3.6 m)
 [Limited Supply]",6508283,CBL-4K-DP-HD-12,10200,85,110.5,0.180000000000007,170,,,,,,,,
217,"Active Converter Cable, DisplayPort to HDMI®, 18 Gbps, 6 ft (1.8 m)",6508282,CBL-4K-DP-HD-6,8760,73,94.9,0.180000000000007,146,,,,,,,,
218,"Active Converter Cable, USB-C® to HDMI®, 18 Gbps, 12 ft (3.6 m)",6508294,CBL-4K-USBC-HD-12,11040,92,119.6,0.180000000000007,184,,,,,,,,
219,"Active Converter Cable, USB-C® to HDMI®, 18 Gbps, 6 ft (1.8 m)",6508291,CBL-4K-USBC-HD-6,9600,80,104,0.180000000000007,160,,,,,,,,
220,"Certified HDMI® 2.1 Cable, 48 Gbps, 1.5 ft (0.5 m)",6512148,CBL-8K-HD-1.5,2040,17,22.1,0.180000000000007,34,,,,,,,,
221,"Certified HDMI® 2.1 Cable, 48 Gbps, 12 ft (3.7 m)",6512152,CBL-8K-HD-12,4680,39,50.7,0.180000000000007,78,,,,,,,,
222,"Certified HDMI® 2.1 Cable, 48 Gbps, 16 ft (5 m)
 [Limited Supply]",6512153,CBL-8K-HD-16,5280,44,57.2,0.180000000000007,88,,Not in Pricelist,,,,,,
223,"Certified HDMI® 2.1 Cable, 48 Gbps, 22 ft (6.7 m)",6512761,CBL-8K-HD-22,7920,66,85.8,0.180000000000008,132,,,,,,,,
224,"Certified HDMI® 2.1 Cable, 48 Gbps, 3 ft (0.9 m)",6512149,CBL-8K-HD-3,2640,22,28.6,0.180000000000008,44,,,,,,,,
225,"Certified HDMI® 2.1 Cable, 48 Gbps, 30 ft (9.1 m)
 [Limited Supply]",6512762,CBL-8K-HD-30,10560,88,114.4,0.180000000000008,176,,,,,,,,
226,"Certified HDMI® 2.1 Cable, 48 Gbps, 6 ft (1.8 m)",6512150,CBL-8K-HD-6,3360,28,36.4,0.180000000000008,56,,,,,,,,
227,"Certified HDMI® 2.1 Cable, 48 Gbps, 9 ft (2.7 m)",6512151,CBL-8K-HD-9,3960,33,42.9,0.180000000000008,66,,,,,,,,
228,"Stereo Balanced Audio Cable, 5-pos. 3.5mm t-blocks, 12 ft (3.6 m)",6509925,CBL-AUD-TBLOCK5-12,6600,55,71.5,0.180000000000008,110,,,,,,,,
229,"CAT5e Cable, RJ45-to-RJ45, Black, 7 ft (2.1 m)",6509924,CBL-CAT5E-7,6600,55,71.5,0.180000000000008,110,,,,,,,,
230,"Crestron® Certified HDMI® Interface Cable, 18 Gbps, 20 ft (6.1 m)",6503567,CBL-HD-20,7320,61,79.3,0.180000000000008,122,,,,,,,,
231,"Crestron® Certified HDMI® Interface Cable, 10.2 Gbps, 30 ft (9.1 m)",6503568,CBL-HD-30,10200,85,110.5,0.180000000000008,170,,,,,,,,
232,"Crestron® Certified HDMI® Interface Cable, 18 Gbps, 6 ft (1.8 m)
 [Limited Supply]",6503565,CBL-HD-6,3720,31,40.3,0.180000000000008,62,,Not in Pricelist,,,,,,
233,"Crestron® Certified HDMI® to DVI Interface Cable, 12 ft
 [Limited Supply]",6503572,CBL-HD-DVI-12,5160,43,55.9,0.180000000000008,86,,,,,,,,
234,"Crestron® Certified HDMI® to DVI Interface Cable, 6 ft
 [Limited Supply]",6503571,CBL-HD-DVI-6,3720,31,40.3,0.180000000000008,62,,,,,,,,
235,"HDMI Cable, Thin, Type A Male-to-Male, 6 ft (1.83 m)",6510946,CBL-HD-THIN-HS-6,3720,31,40.3,0.180000000000008,62,,,,,,,,
236,Blank Spacer Insert for Cable Retractor Mounting Brackets,6506163,CBLRA-INSERT-BLANK,2280,19,24.7,0.180000000000008,38,,,,,,,,
237,"Crestron® Certified RCA Stereo Audio Interface Cable, 6 ft
 [Limited Supply]",6503466,CBL-RCA2-6,1800,15,19.5,0.180000000000008,30,,,,,,,,
238,"3.5mm TRS to DB9F RS-232 Control Cable, 6 ft",6504926,CBL-SERIAL-DB9F-6,3000,25,32.5,0.180000000000008,50,,,,,,,,
239,"Serial Cable, DB9F to Flying Leads, 12 ft (3.6 m)",6510198,CBL-SERIAL-DB9-L-12,3000,25,32.5,0.180000000000008,50,,,,,,,,
240,"USB Cable, USB-A Male to USB-C® Male, USB 2.0, 12 ft (3.7 m)",6512142,CBL-USB2-A-C-12,3960,33,42.9,0.180000000000008,66,,,,,,,,
241,"USB Cable, USB-A Male to USB-C® Male, USB 2.0, 9 ft (2.7 m)",6512141,CBL-USB2-A-C-9,3360,28,36.4,0.180000000000008,56,,,,,,,,
242,"USB Cable, USB-C® Male to USB-C Male, USB 3.2 Gen 1 (5 Gbps), DisplayPort™ Alt Mode, 100 W, 6 ft (1.8 m)",6512144,CBL-USB3G1-C-C-6,3480,29,37.7,0.180000000000008,58,,,,,,,,
243,"USB Cable, USB-C® Male to USB-C Male, USB 3.2 Gen 1 (5 Gbps), DisplayPort™ Alt Mode, 60 W, 9 ft (2.7 m)",6512145,CBL-USB3G1-C-C-9,3960,33,42.9,0.180000000000008,66,,,,,,,,
244,"USB Cable, USB-A Male to USB-C® Male, USB 3.2 Gen 2 (10 Gbps), 3 ft (0.9 m)",6512139,CBL-USB3G2-A-C-3,3000,25,32.5,0.180000000000008,50,,,,,,,,
245,"USB Cable, USB-C® Male to USB-C Male, USB 3.2 Gen 2 (10 Gbps), DisplayPort™ Alt Mode, 100 W, 3 ft (0.9 m)",6512143,CBL-USB3G2-C-C-3,3000,25,32.5,0.180000000000008,50,,,,,,,,
246,"USB Cable, USB Type A Male to Micro-B Male, 6 ft (1.83 m)",6510947,CBL-USB-A-BMICRO-6,3720,31,40.3,0.180000000000008,62,,,,,,,,
247,"Crestron® Certified Computer VGA Interface Cable w/Audio, 12 ft
 [Limited Supply]",6503499,CBL-VGA-AUD-12,4440,37,48.1,0.180000000000008,74,,,,,,,,
248,"Crestron® Certified Computer VGA Interface Cable w/Audio, 6 ft
 [Limited Supply]",6503498,CBL-VGA-AUD-6,3000,25,32.5,0.180000000000008,50,,,,,,,,
249,Crestron® Color Ring,6502729,CCR-L-1,2280,19,24.7,0.180000000000008,38,,,,,,,,
250,Huddly IQ™ Collaboration Camera,6510482,CCS-CAM-USB-F-400,64680,539,700.7,0.180000000000008,1078,,,,,,,,
251,Microphone Pod,6508084,CCS-UCA-MIC,25560,213,276.9,0.180000000000008,426,,,,,,,,
252,Swivel Mount Kit for CCS-UC-1,6509491,CCS-UCA-SMK,18240,152,197.6,0.180000000000009,304,,,,,,,,
253,"infiNET EX® Network and ER Wireless Gateway
 [Limited Supply]",6507326,CEN-GWEXER,32760,273,354.9,0.180000000000009,546,,,,,,,,
254,infiNET EX® Network and ER Wireless Gateway – International Version,6507505,CENI-GWEXER,32760,273,354.9,0.180000000000009,546,,,,,,,,
255,Wired Ethernet Module with 2 COM Ports,6507959,CEN-IO-COM-102,27000,225,292.5,0.180000000000009,450,,,,,,,,
256,Wi-Fi® Network I/O Extender with 2 COM Ports,6507961,CEN-IO-COM-202,27000,225,292.5,0.180000000000009,450,,,,,,,,
257,Wired Ethernet Module with 4 Digital Inputs,6507969,CEN-IO-DIGIN-104,27000,225,292.5,0.180000000000009,450,,,,,,,,
258,Wi-Fi® Network I/O Extender with 4 Digital Inputs,6507971,CEN-IO-DIGIN-204,27000,225,292.5,0.180000000000009,450,,,,,,,,
259,Wired Ethernet Module with 4 IR Ports,6507970,CEN-IO-IR-104,27000,225,292.5,0.180000000000009,450,,,,,,,,
260,Wi-Fi® Network I/O Extender with 4 IR Ports,6507972,CEN-IO-IR-204,27000,225,292.5,0.180000000000009,450,,,,,,,,
261,Wired Ethernet Module with 4 Relay Ports,6507960,CEN-IO-RY-104,27000,225,292.5,0.180000000000009,450,,,,,,,,
262,Wi-Fi® Network I/O Extender with 4 Relay Ports,6507962,CEN-IO-RY-204,27000,225,292.5,0.180000000000009,450,,,,,,,,
263,"Dual-Technology Occupancy Sensor, PoE, 2,000 Sq Ft",6510948,CEN-ODT-C-POE,36360,303,393.9,0.180000000000009,606,,,,,,,,
264,10 Port PoE+ Managed Switch,6513026,CEN-SWPOE-10,95040,792,1029.6,0.180000000000009,1236,,,,,,,,
265,26 Port PoE+ Network Switch,6513196,CEN-SWPOE-26,156840,1307,1699.1,0.180000000000009,1647,,,,,,,,
266,30 Port PoE+ Managed Switch,6513028,CEN-SWPOE-30,183840,1532,1991.6,0.180000000000009,2390,,,,,,,,
267,48 Port PoE+ Managed Switch,6513029,CEN-SWPOE-48,295680,2464,3203.2,0.180000000000009,3844,,,,,,,,
268,5-Port PoE Network Switch,6512768,CEN-SWPOE-5AC,33000,275,357.5,0.180000000000009,550,,,,,,,,
269,12 Port Ultra POE Managed Switch,6513027,CEN-SWPOE-ULTRA-12,126720,1056,1372.8,0.180000000000009,1648,,,,,,,,
270,"Interface DMX-512, Bi-directional",6508754,CGDMX-512BI,79920,666,865.8,0.180000000000009,1332,,,,,,,,
271,KNX/IP-Gateway,6508756,CGEIB-IP,87120,726,943.8,0.180000000000009,1452,,,,,,,,
272,"0-10V Heating/Cooling Fan-Coil Thermostat, White Textured",6508012,CHV-TSTAT-FCU-PIR-10-W-T,36360,303,393.9,0.180000000000009,606,,,,,,,,
273,RS485 Somfy RTS Interface,6508834,CI-SOMFY-RTS,31320,261,339.3,0.180000000000009,522,,,,,,,,
274,"In-Ceiling Switch, 2 Channels, infiNET EX® Wireless, 230VAC",6503840,CLCI-1SW2EX-W,18960,158,205.4,0.180000000000009,316,,,,,,,,
275,"In-Ceiling Motor Controller, infiNET EX® Wireless, 230VAC",6508043,CLCI-MCEX-W,26160,218,283.4,0.180000000000009,436,,,,,,,,
276,Yale® Demo Lock Display - Empty,6506992,CLK-AYRMNT,,,,0.180000000000009,,,,,,,,,
277,Thin Door Mounting Kit for Yale® nexTouch® Lever Locks with Touchscreen Keypad,6512411,CLK-YL-ANTB6XXTD-GSK,,,,0.180000000000009,,,,,,,,,
278,Terminal Block for CLXI-1MC4,6500784,CLTI-1MC4,5160,43,55.9,0.180000000000009,86,,,,,,,,
279,Terminal Block for CLXI-2DIM2,6500880,CLTI-2DIM2,3720,31,40.3,0.180000000000009,62,,,,,,,,
280,"Large Rocker Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, Anthracite, Engraving Not Included",6504999,CLWI-BTN-RKRLG-ANTH_BLANK,840,7,9.1,0.180000000000009,14,,,,,,,,
281,"Large Rocker Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, Anthracite, Includes Custom Engraving",6505000,CLWI-BTN-RKRLG-ANTH_ENGRAVED,840,7,9.1,0.180000000000009,14,,,,,,,,
282,"Large Rocker Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, White, Engraving Not Included",6505001,CLWI-BTN-RKRLG-W_BLANK,840,7,9.1,0.18000000000001,14,,,,,,,,
283,"Large Rocker Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, White, Includes Custom Engraving",6505002,CLWI-BTN-RKRLG-W_ENGRAVED,840,7,9.1,0.18000000000001,14,,,,,,,,
284,"Small Rocker Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, Anthracite, Engraving Not Included",6505003,CLWI-BTN-RKRSM-ANTH_BLANK,840,7,9.1,0.18000000000001,14,,,,,,,,
285,"Small Rocker Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, Anthracite, Includes Custom Engraving",6505004,CLWI-BTN-RKRSM-ANTH_ENGRAVED,840,7,9.1,0.18000000000001,14,,,,,,,,
286,"Small Rocker Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, White, Engraving Not Included",6505005,CLWI-BTN-RKRSM-W_BLANK,840,7,9.1,0.18000000000001,14,,,,,,,,
287,"Small Rocker Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, White, Includes Custom Engraving",6505006,CLWI-BTN-RKRSM-W_ENGRAVED,840,7,9.1,0.18000000000001,14,,,,,,,,
288,"Small Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, Anthracite, Engraving Not Included",6505007,CLWI-BTN-SM-ANTH_BLANK,840,7,9.1,0.18000000000001,14,,,,,,,,
289,"Small Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, Anthracite, Includes Custom Engraving",6505008,CLWI-BTN-SM-ANTH_ENGRAVED,840,7,9.1,0.18000000000001,14,,,,,,,,
290,"Small Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, White, Engraving Not Included",6505009,CLWI-BTN-SM-W_BLANK,840,7,9.1,0.18000000000001,14,,,,,,,,
291,"Small Engravable Button Cap for CLWI Series In-Wall Dimmers & Switches, White, Includes Custom Engraving",6505010,CLWI-BTN-SM-W_ENGRAVED,840,7,9.1,0.18000000000001,14,,,,,,,,
