Extron pricelist drive link- https://docs.google.com/spreadsheets/d/1V2sjY4C5fK7a3ri32zxymZrhKaiDBU74/edit?usp=drive_link&ouid=115637406728694488059&rtpof=true&sd=true,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
216,Double Space MAAP - Black,70-1021-02,Blank Plate with One Neutrik Opening,2400,20,26,0.18,,,
217,Single Space AAP – Black: Blank Plate with Two Keystone Openings,70-491-10,Blank Plate with Two Keystone Openings,2400,20,26,0.18,,,
218,Single Space AAP – White: Blank Plate with Two Keystone Openings,70-491-20,Blank Plate with Two Keystone Openings,2400,20,26,0.18,,,
219,Double Space AAP - Black,70-1020-02,Blank Plate with Two Neutrik Openings,2400,20,26,0.18,,,
220,"75 Ohm BNC Male Crimp Connectors for MHR Cable, Qty. 100",100-335-01,BNC Male MHR Crimp Connectors/100,19080,159,206.7,0.18,,,
221,"75 Ohm BNC Male Crimp Connectors for MHR Cable, Qty. 50",100-250-01,BNC Male MHR Crimp Connectors/50,9360,78,101.4,0.18,,,
222,"75 Ohm BNC Male Crimp Connectors for MHR Cable, Qty. 500",100-250-02,BNC Male MHR Crimp Connectors/500,92880,774,1006.2,0.18,,,
223,"75 Ohm BNC Male Crimp Connectors for RG59 Cable, Qty. 50",100-257-01,BNC Male RG59 Crimp Connectors/50,9360,78,101.4,0.18,,,
224,BNC Female to RCA Male Adapter - Qty.10,100-226-01,BNCF-RCAM/10,1920,16,20.8,0.18,,,
225,Text and Braille Labels,33-2254-01,Braille Button Labels,2400,20,26,0.18,,,
226,Two Channel Audio BUC - Balanced and Unbalanced Converter,60-1370-01,BUC 202,22920,191,248.3,0.18,,,
227,Replacement Caps for Backlit Buttons,70-352-01,Button Caps/3,720,6,7.8,0.18,,,
228,"Low-Profile Mount, Single, 8 Ohm, Black",42-339-02,CA 163 LP,88440,737,958.1,0.18,,,
229,"Low-Profile Mount, Single, 8 Ohm, White",42-339-03,CA 163 LP,88440,737,958.1,0.18,,,
230,"Low-Profile Mount, Single, 70/100V, Black",42-339-12,CA 163 LP,88440,737,958.1,0.18,,,
231,"Low-Profile Mount, Single, 70/100V, White",42-339-13,CA 163 LP,88440,737,958.1,0.18,,,
232,"Pan and Tilt Mount, Single, 8 Ohm, Black",42-338-02,CA 163 PT,88440,737,958.1,0.18,,,
233,"Pan and Tilt Mount, Single, 8 Ohm, White",42-338-03,CA 163 PT,88440,737,958.1,0.18,,,
234,"Pan and Tilt Mount, Single, 70/100V, Black",42-338-12,CA 163 PT,88440,737,958.1,0.18,,,
235,"Pan and Tilt Mount, Single, 70/100V, White",42-338-13,CA 163 PT,88440,737,958.1,0.18,,,
236,"Low Profile Mount, Single, Black",42-360-02,CA 43T LP,36840,307,399.1,0.18,,,
237,"Low Profile Mount, Single, White",42-360-03,CA 43T LP,36840,307,399.1,0.18,,,
238,"Pan and Tilt Mount, Single, Black",42-359-02,CA 43T PT,36840,307,399.1,0.18,,,
239,"Pan and Tilt Mount, Single, White",42-359-03,CA 43T PT,36840,307,399.1,0.18,,,
240,"Low Profile Mount, Single, Black",42-357-02,CA 83T LP,48960,408,530.4,0.18,,,
241,"Low Profile Mount, Single, White",42-357-03,CA 83T LP,48960,408,530.4,0.18,,,
242,"Pan and Tilt Mount, Single, Black",42-358-02,CA 83T PT,48960,408,530.4,0.18,,,
243,"Pan and Tilt Mount, Single, White",42-358-03,CA 83T PT,48960,408,530.4,0.18,,,
244,Black: Cable Clamp / Pass-Through for Extron RGB 198 and SW2 VGA DA2 AF R,70-127-01,Cable Clamp / Pass-Through for Extron RGB 198 and SW2 VGA DA2 AF R,5040,42,54.6,0.18,,,
245,"Black Collars for Cables and Retractor Modules, Qty. 10",70-1067-01,Cable Collar Kit,2400,20,26,0.18,,,
246,"Red Collars for Cables and Retractor Modules, Qty 10",70-1067-12,Cable Collar Kit,2400,20,26,0.18,,,
247,"Blue Collars for Cables and Retractor Modules, Qty 10",70-1067-13,Cable Collar Kit,2400,20,26,0.18,,,
248,"Orange Collars for Cables and Retractor Modules, Qty 10",70-1067-14,Cable Collar Kit,2400,20,26,0.18,,,
249,"White Collars for Cables and Retractor Modules, Qty 10",70-1067-16,Cable Collar Kit,2400,20,26,0.18,,,
250,"Yellow Collars for Cables and Retractor Modules, Qty 10",70-1067-18,Cable Collar Kit,2400,20,26,0.18,,,
251,"Green Collars for Cables and Retractor Modules, Qty 10",70-1067-19,Cable Collar Kit,2400,20,26,0.18,,,
252,"Purple Collars for Cables and Retractor Modules, Qty 10",70-1067-20,Cable Collar Kit,2400,20,26,0.18,,,
253,"Cable Cubby 100 For MAAP/Cables/Retractor, Black",70-1109-02,Cable Cubby 100,16680,139,180.7,0.18,,,
254,"Cable Cubby 100 EU AC, Black",60-1592-03,Cable Cubby 100 EU AC,31800,265,344.5,0.18,,,
255,"Cable Cubby 100 France AC, Black",60-1592-06,Cable Cubby 100 FR AC,31800,265,344.5,0.18,,,
256,"Cable Cubby 100 Multi-Region AC, Black",60-1592-10,Cable Cubby 100 MULTI AC,31800,265,344.5,0.18,,,
257,Holds One Retractor Module,70-1040-06,Cable Cubby 100 Retractor Bracket,3240,27,35.1,0.18,,,
258,"Single LED for Cable Cubby US, USB, and Non-Powered Enclosures",70-1111-02,Cable Cubby 100 Switch Kit,7920,66,85.8,0.18,,,
259,"Cable Cubby 100 UK AC, Black",60-1592-02,Cable Cubby 100 UK AC,31800,265,344.5,0.18,,,
260,"Cable Cubby 100 US AC, Black",60-1933-01,Cable Cubby 100 US AC,31800,265,344.5,0.18,,,
261,"Cable Cubby 100 USB Power, Black",60-1592-12,Cable Cubby 100 USB Power,33360,278,361.4,0.18,,,
262,Routing Template – CC 1200/1202 & EBP/NBP 1200C,70-1041-80,Cable Cubby 1200/1200C/1202 Routing Template,6720,56,72.8,0.18,,,
263,"Cable Cubby 1202 Black, AC Module Not Included",70-1184-02,Cable Cubby 1202,35640,297,386.1,0.18,,,
264,"Cable Cubby 1202 Brushed Aluminum, AC Module Not Included",70-1184-08,Cable Cubby 1202,35640,297,386.1,0.18,,,
265,Matching Surface Enclosure; Black - AC Module Not Included,70-1273-01,Cable Cubby 1252 MS,35640,297,386.1,0.18,,,
266,"Lid Tray Kit for Cable Cubby 1252 MS, Black",70-1275-01,Cable Cubby 1252 MS Lid Tray Kit,12480,104,135.2,0.18,,,
267,Installation Routing Template for Cable Cubby 1400/1402,70-1042-80,Cable Cubby 1400/1402 Routing Template,6720,56,72.8,0.18,,,
268,"Cable Cubby 1402 Black, AC Module Not Included",70-1185-02,Cable Cubby 1402,70320,586,761.8,0.18,,,
269,"Cable Cubby 1402 Br Aluminum, AC Module Not Included",70-1185-08,Cable Cubby 1402,70320,586,761.8,0.18,,,
270,Holds Two AAP™ AV Connectivity Modules,70-1043-01,Cable Cubby 202 AAP Bracket,2400,20,26,0.18,,,
271,"Cable Cubby 202 Australia AC, Black",60-1402-02,Cable Cubby 202 AUS,34800,290,377,0.18,,,
272,"Cable Cubby 202 EU AC, Black",60-1400-02,Cable Cubby 202 EU,34800,290,377,0.18,,,
273,"Cable Cubby 202 France AC, Black",60-1401-02,Cable Cubby 202 FR,34800,290,377,0.18,,,
274,"Cable Cubby 202 Multi-Region AC, Black",60-1403-02,Cable Cubby 202 MULTI,34800,290,377,0.18,,,
275,Holds Three Retractor Modules,70-1043-02,Cable Cubby 202 Retractor Bracket,3120,26,33.8,0.18,,,
276,Installation Routing Template for Cable Cubby 202,70-1044-80,Cable Cubby 202 Routing Template,6720,56,72.8,0.18,,,
277,"Cable Cubby 202 UK AC, Black",60-1425-02,Cable Cubby 202 UK,34800,290,377,0.18,,,
278,"Cable Cubby 500, Black, No AC",70-1045-02,Cable Cubby 500,27240,227,295.1,0.18,,,
279,"Cable Cubby 500, Brushed Al, No AC",70-1045-08,Cable Cubby 500,27240,227,295.1,0.18,,,
280,"Cable Cubby 500 CCB, Black, No AC",70-1125-02,Cable Cubby 500 CCB,52200,435,565.5,0.18,,,
281,Installation Routing Template for Cable Cubby 500 CCB and Cable Cubby 700,70-1049-80,Cable Cubby 500 CCB & Cable Cubby 700 Routing Template,6720,56,72.8,0.18,,,
282,Installation Routing Template for Cable Cubby 500,70-1048-80,Cable Cubby 500 Routing Template,6720,56,72.8,0.18,,,
283,Black Under-table Cable Access Enclosure,70-1183-01,Cable Cubby 650 UT,22680,189,245.7,0.18,,,
284,"Cable Cubby 700, Black, No AC",70-1046-02,Cable Cubby 700,44640,372,483.6,0.18,,,
285,"Cable Cubby 700, Brushed Al, No AC",70-1046-08,Cable Cubby 700,44640,372,483.6,0.18,,,
286,Hold AAP™ AV Connectivity Modules in Place in Cable Cubby Products,70-271-01,Cable Cubby AAP Brackets,3720,31,40.3,0.18,,,
287,Hold AAP™ AV Connectivity Modules in Place in Cable Cubby Products,70-272-01,Cable Cubby AAP Brackets,3720,31,40.3,0.18,,,
288,"Triple Space AAP - Power Module with One Unswitched AC Outlet for Cable Cubby Products, Multi-Region Outlet",70-657-01,Cable Cubby AC Power Module,14040,117,152.1,0.18,,,
289,"4 Cable Bracket Kit for Cable Cubby 650 UT, 1202, 1252 MS, 1402, EBP 1200C, and TLP Pro 725C enclosures; pair",70-1040-03,Cable Cubby Cable Bracket Kit – Quad,2400,20,26,0.18,,,
290,"8 Cable/3 AAP Bracket for Cable Cubby 500, 700, 1200/1202, 1252MS, EBP/NBP 1200C, 1400/1402, TLP Pro 525C, and TLP Pro 725C enclosures",70-1039-03,Cable Cubby Cable/AAP Bracket Kit,2400,20,26,0.18,,,
291,Cable/AAP/Retractor Bracket for Cable Cubby 500 and Cable Cubby 700,70-1039-06,Cable Cubby Cable/AAP/Retractor Bracket Kit,2400,20,26,0.18,,,
292,"Cable Cubby F55, Black, No AC",70-1295-02,Cable Cubby F55,49200,410,533,0.18,,,
293,"Cable Cubby F55, Aluminum, No AC",70-1295-03,Cable Cubby F55,49200,410,533,0.18,,,
294,"Cable Cubby F55 Edge, Black, No AC",70-1296-02,Cable Cubby F55 Edge,34800,290,377,0.18,,,
295,"Cable Cubby F55 Edge, Aluminum, No AC",70-1296-03,Cable Cubby F55 Edge,34800,290,377,0.18,,,
296,One Retractor Bracket Kit for Cable Cubby F55 UT,70-1353-02,Cable Cubby F55 Retractor Mounting Bracket Kit,3720,31,40.3,0.18,,,
297,One Retractor Bracket Kit for Cable Cubby F55 Edge,70-1354-02,Cable Cubby F55 Retractor Mounting Bracket Kit,3720,31,40.3,0.18,,,
298,Installation Routing Template for Cable Cubby F55,70-1295-80,Cable Cubby F55 Routing Template,6720,56,72.8,0.18,,,
299,"Cable Cubby F55, Black, No AC",70-1299-02,Cable Cubby F55 UT,14400,120,156,0.18,,,
300,"Cable Cubby F55, Aluminum, No AC",70-1299-03,Cable Cubby F55 UT,14400,120,156,0.18,,,
301,Assorted plugs and grommets in black,70-387-01,Cable Cubby Hole Plug and Grommet Kit,1680,14,18.2,0.18,,,
302,Retractor Bracket Kit for Cable Cubby 1200 and Cable Cubby 1400; pair,70-1040-02,Cable Cubby Retractor Bracket Kit – Double,2400,20,26,0.18,,,
303,"2 Retractor Bracket Kit for Cable Cubby 650 UT, Cable Cubby 1202, Cable Cubby 1252 MS, Cable Cubby 1402, EBP 1200C, NBP 1200C, and TLP Pro 725C enclosures; pair",70-1040-04,Cable Cubby Retractor Bracket Kit – Double,5280,44,57.2,0.18,,,
304,"3 Retractor: Cable Cubby 650 UT, Cable Cubby 1202, Cable Cubby 1252 MS, Cable Cubby 1402, EBP 1200C, TLP Pro 525C, and TLP Pro 725C",70-1039-04,Cable Cubby Retractor Bracket Kit – Triple,3720,31,40.3,0.18,,,
305,"8 Cbl Bkt, CC 650UT/1200C/1202/1402/TLP Pro 725C",70-1039-05,Cable Cubby SM Bracket Kit,3720,31,40.3,0.18,,,
306,Quad Space AAP for Cable Cubby® Series of Furniture-Mountable Enclosures,70-542-11,Cable Organizer AAP Kit,8760,73,94.9,0.18,,,
307,"Single Space AAP - Black: Right Version, Grommets Included",70-267-01,Cable Pass-Through AAP,3720,31,40.3,0.18,,,
308,"Single Space AAP - Black: Right/Middle Version, Grommets Included",70-268-01,Cable Pass-Through AAP,3720,31,40.3,0.18,,,
309,"Single Space AAP - Black: Left/Middle Version, Grommets Included",70-269-01,Cable Pass-Through AAP,3720,31,40.3,0.18,,,
310,"Single Space AAP - Black: Left Version, Grommets Included",70-270-01,Cable Pass-Through AAP,3720,31,40.3,0.18,,,
311,"Under-Table Cable Bag for AVEdge and Cable Cubby 600, 650 UT, 700, 800, 1200, 1400, EBP 1200C, TLE 350, TLP Pro 320C, TLP 350CV, and TLP Pro 725C enclosures",70-1080-02,CableCover – Large,9600,80,104,0.18,,,
312,"Under-Table Cable Bag for Cable Cubby 100, 200, 202, 300, 500/500 CCB",70-1080-03,CableCover – Small,9600,80,104,0.18,,,
313,For Cable Cubby F55 enclosures,70-1366-01,CableCover F55,12120,101,131.3,0.18,,,
314,Half-size Flex55 Module for 2 AV Cables; Black,70-1181-02,Captive Cable Kit,4680,39,50.7,0.18,,,
315,Half-size Flex55 Module for 2 AV Cables; White,70-1181-03,Captive Cable Kit,4680,39,50.7,0.18,,,
316,Full-size Flex55 Module for 4 AV Cables; Black,70-1355-02,Captive Cable Kit,5160,43,55.9,0.18,,,
317,Full-size Flex55 Module for 4 AV Cables; White,70-1355-03,Captive Cable Kit,5160,43,55.9,0.18,,,
318,"Double Space MAAP - Black: Captive Cable Kit, Includes Two Single Space Plates, One Grommet to Create 13/16"" Inner Diameter Cable Opening",70-317-11,Captive Cable Kit with One Large Cable Hole,3600,30,39,0.18,,,
319,"Double Space MAAP - White: Captive Cable Kit, Includes Two Single Space Plates, One Grommet to Create 13/16"" Inner Diameter Cable Opening",70-317-21,Captive Cable Kit with One Large Cable Hole,3600,30,39,0.18,,,
320,"Double Space MAAP - Black: Captive Cable Kit Includes flexible split-ring plate, one small 0.25” (.64 cm) and two medium 0.375” (.95 cm) openings with corresponding plugs",70-1082-01,Captive Cable Kit with Three Split-Ring Holes,3120,26,33.8,0.18,,,
321,"Double Space MAAP - Black: Captive Cable Kit Includes Two Single Space Plates, Two Grommets to Create Two 5/16"" Inner Diameter Cable Openings",70-317-12,Captive Cable Kit with Two Small Cable Holes,3120,26,33.8,0.18,,,
322,CAT 6 RJ-45 Keystone Jack - Gray,100-480-01,CAT 6 Jack - Gray,15360,128,166.4,0.18,,,
323,CAT 6 RJ-45 Keystone Jack - Ivory,100-482-01,CAT 6 Jack - Ivory,15360,128,166.4,0.18,,,
324,CAT 6 RJ-45 Keystone Jack - Orange,100-479-01,CAT 6 Jack - Orange,15360,128,166.4,0.18,,,
325,CAT 6 RJ-45 Keystone Jack - Red,100-477-01,CAT 6 Jack - Red,15360,128,166.4,0.18,,,
326,"Contact Closure Remote with Three LED Switches, Cable Cubby and AVEdge",70-1124-02,CCB 30,23640,197,256.1,0.18,,,
327,Cable Cubby Under-table Drawer for 4 AAP Modules,70-1277-02,CCD 220,40080,334,434.2,0.18,,,
328,Cable Cubby Under-table Drawer for 6 AAP Modules,70-1278-02,CCD 320,52200,435,565.5,0.18,,,
329,"Flex55 and EU Mount for Cable Cubby 500, 650 UT, 700, 1200/1202, 1252 MS, and 1400/1402 Cable Access Enclosures",70-1164-01,CCM 155,5280,44,57.2,0.18,,,
330,Two-Button Contact Closure Remote With Customizable Backlit Buttons - Black,70-589-02,CCR 2BLB,14040,117,152.1,0.18,,,
331,Contact Closure Remote with Three LED Switches,60-1446-02,CCR 30,29280,244,317.2,0.18,,,
332,Four-Button Contact Closure Remote With Customizable Backlit Buttons - Black,70-588-02,CCR 4BLB,16560,138,179.4,0.18,,,
333,"9-pin D (F) to 2.5 mm TRS Configuration Cable, 6' (1.8 m)",26-564-01,CFG Cable,2400,20,26,0.18,,,
334,Cable Power Injector for Extron Active Cables,60-2033-01,CPI 51,2640,22,28.6,0.18,,,
335,One-Gang MAAP Mounting Frame - Black,60-583-11,CPM101,5280,44,57.2,0.18,,,
336,One-Gang MAAP Mounting Frame - White,60-583-21,CPM101,5280,44,57.2,0.18,,,
337,MAAP Mounting Frame for One-Gang MK Electric Wall Boxes - Black,60-583-18,CPM101MK,6000,50,65,0.18,,,
338,Two-Gang MAAP Mounting Frame: With Cable Guards - Black,60-583-12,CPM102,8160,68,88.4,0.18,,,
339,Two-Gang MAAP Mounting Frame: With Cable Guards - White,60-583-22,CPM102,8160,68,88.4,0.18,,,
340,Three-Gang MAAP Mounting Frame: With Cable Guards - Black,60-583-14,CPM103,10440,87,113.1,0.18,,,
341,MAAP Mounting Frame for Two-Gang MK Electric Wall Boxes - Black,60-583-19,CPM103MK,7560,63,81.9,0.18,,,
342,1U x Full Rack Width MAAP Rack Mounting Frame - Black,60-584-12,CPM112R,17280,144,187.2,0.18,,,
343,"SpeedMount Low Profile Plenum Rated Enclosures, Pair",70-976-01,CS 120P,19080,159,206.7,0.18,,,
344,"SpeedMount Two-Way Ceiling Speaker Assy with 6.5"" Woofer, Pair",42-244-03,CS 1226T Plus,40800,340,442,0.18,,,
345,"Full-Range SpeedMount Ceiling Speaker System, Pair",42-242-03,CS 123T,34440,287,373.1,0.18,,,
346,"SpeedMount Two-Way Ceiling Speakers with 6.5"" Woofer, Pair",60-1505-03,CS 26T Plus,24840,207,269.1,0.18,,,
347,"Full-Range, Open Back Speaker, Transformer, Pair",60-1463-03,CS 3T,17280,144,187.2,0.18,,,
348,"Captive Screw to Mini Stereo Adapter Cable: Five Pole 3.5 mm Captive Screw to Mini Stereo Female - 6"" (15 cm)",26-620-01,CSM 6,2040,17,22.1,0.18,,,
349,"Captive Screw to RCA Adapter Cable: Five Pole 3.5 mm Captive Screw to Two RCA Female - 6"" (15 cm)",26-575-01,CSR 6,2040,17,22.1,0.18,,,
350,"Comm-Link Control System Cable - 1,000' (305 m) spool",22-148-03,CTL/1000,61800,515,669.5,0.18,,,
351,Contact closure to RS-232 Converter for Extron switchers,60-1408-01,CTR 8,36960,308,400.4,0.18,,,
352,Universal RJ-45 Termination and Tool,101-024-01,CTU 45,43920,366,475.8,0.18,,,
353,Universal RJ-45 Replacement Crimp Die,101-025-01,CTU RJ-45 Die,29280,244,317.2,0.18,,,
354,Six Output Stereo Audio Distribution Amplifier,60-692-20,DA 6A,31800,265,344.5,0.18,,,
355,Two Output 4K/60 HDMI Distribution Amplifier,60-1607-01,DA2 HD 4K PLUS,59160,493,640.9,0.18,,,
356,Two Output 8K HDMI Distribution Amplifier,60-1870-01,DA2 HD 8K L,75720,631,820.3,0.18,,,
357,Four Output 12G-SDI Distribution Amplifier,60-1674-02,DA4 12G HD-SDI,83160,693,900.9,0.18,,,
358,Four Output 4K/60 HDMI Distribution Amplifier,60-1608-01,DA4 HD 4K PLUS,81480,679,882.7,0.18,,,
359,Four Output 8K HDMI Distribution Amplifier,60-1871-01,DA4 HD 8K L,101160,843,1095.9,0.18,,,
360,Six Output 4K/60 HDMI Distribution Amplifier,60-1609-01,DA6 HD 4K PLUS,95400,795,1033.5,0.18,,,
361,Six Output 8K HDMI Distribution Amplifier,60-1872-01,DA6 HD 8K L,113880,949,1233.7,0.18,,,
362,Two Channel Digital to Analog Audio Converter,60-1811-01,DAC 102,17880,149,193.7,0.18,,,
363,"Speaker driver assembly kit for SF 26CT Pair, driver/baffle assembly only, Pair, 2 of 2",70-1268-03,DAK SF 26CT,22920,191,248.3,0.18,,,
364,"Speaker driver assembly kit for SF 26CT LP, driver/baffle assembly only, Pair, 2 of 2",70-1283-03,DAK SF 26CT LP,22920,191,248.3,0.18,,,
365,"Speaker baffle assembly kit for SF 3C LP, driver/baffle assembly only, Pair, 2 of 2",70-1256-13,DAK SF 3C,9000,75,97.5,0.18,,,
366,"Speaker baffle assembly kit for SF 3CT LP, driver/baffle assy only, Pair, 2 of 2",70-1256-03,DAK SF 3CT,11760,98,127.4,0.18,,,
367,Dual Link DVI Fiber Optic Receiver,60-1328-13,DDX 102 Rx,139320,1161,1509.3,0.18,,,
368,Dual Link DVI Fiber Optic Transmitter,60-1328-12,DDX 102 Tx,139320,1161,1509.3,0.18,,,
369,DP Male to DP Male Cables,26-657-25,DisplayPort M-M/25,9600,80,104,0.18,,,
370,12x8 ProDSP Digital Matrix Processor,60-1211-01,DMP 128,129840,1082,1406.6,0.18,,,
371,12x8 ProDSP Digital Matrix Processor with AEC and POTS,60-1179-01,DMP 128 C P,192720,1606,2087.8,0.18,,,
372,"12x8 ProDSP™ Digital Matrix Processor with AEC, POTS and Dante™",60-1179-10,DMP 128 C P AT,244920,2041,2653.3,0.18,,,
373,ProDSP Dante Digital Matrix Processor w/ 12 AEC,60-1820-10,DMP 128 FlexPlus C AT,220800,1840,2392,0.18,,,
374,ProDSP Dante Digital Matrix Processor w/ 12 AEC and VoIP,60-1821-10,DMP 128 FlexPlus C V AT,235320,1961,2549.3,0.18,,,
375,12x8 ProDSP Digital Matrix Processor,60-1511-01,DMP 128 Plus,155880,1299,1688.7,0.18,,,
376,12x8 ProDSP Digital Matrix Processor with Dante,60-1511-10,DMP 128 Plus AT,185160,1543,2005.9,0.18,,,
377,12x8 ProDSP Digital Matrix Processor with AEC,60-1512-01,DMP 128 Plus C,199800,1665,2164.5,0.18,,,
378,12x8 ProDSP Digital Matrix Processor with AEC and Dante,60-1512-10,DMP 128 Plus C AT,228960,1908,2480.4,0.18,,,
379,12x8 ProDSP Digital Matrix Processor with AEC and VoIP,60-1513-01,DMP 128 Plus C V,212520,1771,2302.3,0.18,,,
380,"12x8 ProDSP Digital Matrix Processor with AEC, VoIP and Dante",60-1513-10,DMP 128 Plus C V AT,244920,2041,2653.3,0.18,,,
381,4x4 Digital Matrix Processor,60-2041-01,DMP 44 xi,63000,525,682.5,0.18,,,
382,6x4 ProDSP Digital Matrix Processor,60-1054-01,DMP 64,117720,981,1275.3,0.18,,,
383,6x4 Digital Matrix Processor w/ AEC,60-1823-01,DMP 64 Plus C,162240,1352,1757.6,0.18,,,
384,6x4 Digital Matrix Processor w/ AEC and Dante,60-1823-10,DMP 64 Plus C AT,191520,1596,2074.8,0.18,,,
385,6x4 Digital Matrix Processor w/ AEC and VoIP,60-1824-01,DMP 64 Plus C V,176880,1474,1916.2,0.18,,,
386,"6x4 Digital Matrix Processor w/ AEC, VoIP & Dante",60-1824-10,DMP 64 Plus C V AT,206160,1718,2233.4,0.18,,,
387,Two Output DisplayPort Distribution Amplifier with EDID Minder®,60-1221-01,DP DA2,58560,488,634.4,0.18,,,
388,DisplayPort Optical Cable 100' (30.4 m) - Plenum,26-727-100,DP Pro P/100,64920,541,703.3,0.18,,,
389,DisplayPort Optical Cable 125' (38 m) - Plenum,26-727-125,DP Pro P/125,69960,583,757.9,0.18,,,
390,DisplayPort Optical Cable 150' (45.7 m) - Plenum,26-727-150,DP Pro P/150,79560,663,861.9,0.18,,,
391,DisplayPort Optical Cable 25' (7.6 m) - Plenum,26-727-25,DP Pro P/25,35040,292,379.6,0.18,,,
392,DisplayPort Optical Cable 35' (10.6 m) - Plenum,26-727-35,DP Pro P/35,39480,329,427.7,0.18,,,
393,DisplayPort Optical Cable 50' (15.2 m) - Plenum,26-727-50,DP Pro P/50,45840,382,496.6,0.18,,,
394,DisplayPort Optical Cable 75' (22.8 m) - Plenum,26-727-75,DP Pro P/75,58560,488,634.4,0.18,,,
395,DisplayPort Ultra Plus Flexible 4K Cables 12' (3.6 m),26-757-12,DP Ultra Plus/12,7680,64,83.2,0.18,,,
396,DisplayPort Ultra Plus Flexible 8K Cables 3' (90 cm),26-753-03,DP Ultra Plus/3,4560,38,49.4,0.18,,,
397,DisplayPort Ultra Plus Flexible 8K Cables 6' (1.8 m),26-753-06,DP Ultra Plus/6,5760,48,62.4,0.18,,,
398,DisplayPort Ultra Plus Flexible 8K Cables 9' (2.7 m),26-753-09,DP Ultra Plus/9,6360,53,68.9,0.18,,,
399,"DP to DVI-D SL, Active, 6' (1.8 m)",26-681-06,DP-DVID/6,5280,44,57.2,0.18,,,
400,DisplayPort Female to HDMI Female Active Adapter,60-1686-01,DPH 101 4K PLUS,30000,250,325,0.18,,,
401,DisplayPort Male to HDMI Female Active Adapter,26-712-01,DPM-HDF 4K PLUS,6960,58,75.4,0.18,,,
402,"DisplayPort Male to HDMI Female Active Adapter Cable - 6"" (15 cm)",26-713-01,DPM-HDF/0.5 4K PLUS,8280,69,89.7,0.18,,,
403,DisplayPort Male to HDMI Female Active Adapter Cable - 6ft (1.8 m),26-714-06,DPM-HDF/6 4K PLUS,10440,87,113.1,0.18,,,
404,"DisplayPort Male to VGA Female Active Adapter - 6"" Pigtail",26-664-01,DPM-VGAF,6000,50,65,0.18,,,
405,"DP to VGA, Active, 6' (1.8 m)",26-682-06,DP-VGA/6,9000,75,97.5,0.18,,,
406,Three Input HDCP-Compliant Scaler,60-1253-01,DSC 301 HD,105120,876,1138.8,0.18,,,
407,3G-SDI to HDMI Scaler with Audio Embedding,60-1303-01,DSC 3G-HD A,157320,1311,1704.3,0.18,,,
408,4K/60 HDMI to HDMI Scaler,60-1878-01,DSC 401,104400,870,1131,0.18,,,
409,4K/60 HDMI to HDMI Scaler with Audio Embedding and De-Embedding,60-1878-02,DSC 401 A,139200,1160,1508,0.18,,,
410,HDMI to 3G-SDI Scaler with Audio Embedding,60-1304-01,DSC HD-3G A,157320,1311,1704.3,0.18,,,
411,DSP Application Software,79-530-01,DSP Configurator Software,#VALUE!,FREE,#VALUE!,0.18,,,
412,10x8 Seamless 4K Scaling Presentation Matrix Switcher - Preamp Output w/o Amplifier and Control Processor,60-1381-01,DTP CrossPoint 108 4K,1400160,11668,15168.4,0.18,,,
413,"100 Watt 70 V Mono Amp, AV LAN",60-1381-93,DTP CrossPoint 108 4K IPCP Q MA 70,1522680,12689,16495.7,0.18,,,
414,"100 Watt 70 V Mono Amp, AV LAN, LL UI Upgrade",60-1381-93A,DTP CrossPoint 108 4K IPCP Q MA 70,1626960,13558,17625.4,0.18,,,
